Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
21132,3,5,26,11601,20,0,8.666666667000001,10.26320288,7300,0,2320.2,3022.508098,550208.215,378.5727806,3018.857143,5051.930206,11820,3,9017,4508.5,6371.739205,9014,3,20900,5225.0,6021.546036,11820,65,0,0,0,0,72,112,141.9647927,236.6079879,0,7300,1291.888889,2460.652985,6054813.111000001,0,0,0,1,0,0,0,0,1,1453.375,8.666666667000001,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1826359,3,6,26,11607,20,0,8.666666667000001,10.26320288,5840,0,1934.5,2538.9192780000008,6369.503477,4.927837298,228294.875,645343.3048,1825438,2,740,370.0,343.6538957,613,127,1826335,365267.0,816260.4709,1825438,2,0,0,0,0,72,132,1.642612433,3.285224865,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667000001,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
16,3,1,18,1375,6,6,6.0,0.0,1375,1375,1375.0,0.0,87100000.0,250000.0,5.333333333,7.571877794,14,0,2,1.0,1.4142135619999998,2,0,0,0.0,0.0,0,0,0,0,0,0,60,20,187500.0,62500.0,6,1375,279.8,612.2354122,374832.2,0,0,0,0,1,0,0,0,0,349.75,6.0,1375.0,60,0,0,0,0,0,0,3,18,1,1375,256,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1824991,3,4,26,11601,20,0,8.666666667000001,10.26320288,8760,0,2900.25,4128.319301,6370.990323,3.835635354,304165.1667,741543.479,1817825,38,6936,3468.0,4586.294583,6711,225,1824953,608317.6667,1047469.53,1817825,184,0,0,0,0,72,92,1.643843723,2.191791631,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667000001,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
48951,3,5,26,11601,20,0,8.666666667000001,10.26320288,7300,0,2320.2,3022.508098,237523.2375,163.42873490000002,6993.0,11881.01251,27898,72,28228,14114.0,19685.85279,28034,194,48815,12203.75,14240.67195,28164,186,0,0,0,0,72,112,61.28577557,102.1429593,0,7300,1291.888889,2460.652985,6054813.111000001,0,0,0,1,0,0,0,0,1,1453.375,8.666666667000001,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
2919449,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,10.27591165,1.712651942,729862.25,1459072.502,2918471,231,2919449,729862.25,1459072.502,2918471,231,0,0.0,0.0,0,0,0,0,0,0,100,0,1.712651942,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
831116,3,6,26,11601,20,0,8.666666667000001,10.26320288,5755,0,1933.5,2166.985348,13989.62359,10.82881331,103889.5,290112.9159,821847,10,8974,4487.0,5557.8593,8417,557,831060,166212.0,366531.2637,821847,10,0,0,0,0,72,132,3.609604435,7.219208871,0,5755,1162.7,1897.114303,3599042.678000001,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667000001,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
307074,3,6,26,11607,20,0,8.666666667000001,10.26320288,5840,0,1934.5,2538.9192780000008,37883.37665,29.30889623,38384.25,108059.5773,305817,4,921,460.5,645.5884912,917,4,307068,61413.6,136626.1823,305817,47,0,0,0,0,72,132,9.769632076,19.53926415,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667000001,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1635768,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,14.67200728,2.445334546,545256.0,943807.4807,1635071,249,1635768,545256.0,943807.4807,1635071,249,0,0.0,0.0,0,0,0,0,0,0,80,0,2.445334546,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
34964,3,7,26,11601,20,0,8.666666667000001,10.26320288,5840,0,1657.285714,1964.895647,332542.0432,286.0084659,3884.888889,9584.162971,29192,11,4902,2451.0,2525.785422,4237,665,34953,5825.5,11605.81573,29192,54,0,0,0,0,72,152,85.80253976,200.2059261,0,5840,1057.0,1734.985821,3010175.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667000001,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1830602,3,6,26,11601,20,0,8.666666667000001,10.26320288,5840,0,1933.5,2189.772933,6351.462524000001,4.916415474,228825.25,641971.368,1817587,14,12688,6344.0,8761.053018999999,12539,149,1830555,366111.0,811418.1823,1817587,14,0,0,0,0,72,132,1.638805158,3.277610316,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667000001,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1787345,3,5,26,11601,20,0,8.666666667000001,10.26320288,7300,0,2320.2,3022.508098,6505.17947,4.475912597,255335.0,673672.8672,1783079,33,3598,1799.0,2317.896029,3438,160,1787312,446828.0,890835.4233,1783079,203,0,0,0,0,72,112,1.678467224,2.797445373,0,7300,1291.888889,2460.652985,6054813.111000001,0,0,0,1,0,0,0,0,1,1453.375,8.666666667000001,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
3186940,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.530734811,1.255122469,1062313.333,1839115.575,3185941,1,3186940,1062313.333,1839115.575,3185941,1,0,0.0,0.0,0,0,0,0,0,0,80,0,1.255122469,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
533508,3,6,26,11601,20,0,8.666666667000001,10.26320288,5840,0,1933.5,2189.772933,21793.48763,16.86947525,66688.5,180319.454,512613,15,20566,10283.0,14284.97119,20384,182,533432,106686.4,227093.124,512613,15,0,0,0,0,72,132,5.623158416,11.24631683,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667000001,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
540856,3,5,26,11601,20,0,8.666666667000001,10.26320288,5840,0,2320.2,2436.833027,21497.40411,14.79136776,77265.14286,192965.7989,514354,51,26062,13031.0,17520.69182,25420,642,540805,135201.25,253062.8709,514354,187,0,0,0,0,72,112,5.546762909,9.244604849,0,5840,1291.888889,2110.95076,4456113.1110000005,0,0,0,1,0,0,0,0,1,1453.375,8.666666667000001,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
658719,3,5,26,11607,20,0,8.666666667000001,10.26320288,8675,0,2321.4,3769.536019,17660.0341,12.14478404,94102.71429,248577.8064,657824,4,670,335.0,411.5361467,626,44,658683,164670.75,328768.9551,657824,4,0,0,0,0,72,112,4.554294016,7.590490027,0,8675,1292.555556,2931.429562000001,8593279.277999999,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
70970990,8,5,56,11607,20,0,7.0,5.6568542489999984,5840,0,2321.4,3173.373883,164.3347514,0.183173435,5914249.167,19600000.0,68200000,1,69900000,9986839.143,25700000.0,68200000,1,1063876,265969.0,531248.1193,1062841,6,0,0,0,0,172,112,0.112722114,0.070451321,0,5840,833.5,2103.115592,4423095.192,0,0,0,0,1,0,0,0,0,897.6153846000003,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1709023.0,0.0,1709023,1709023,68200000.0,0.0,68200000,68200000,DoS
1269125,3,4,26,11601,20,0,8.666666667000001,10.26320288,8760,0,2900.25,4128.319301,9161.430119,5.515611149,211520.8333,504638.1635,1241398,96,27071,13535.5,17722.217259999998,26067,1004,1269029,423009.6667,708876.0487,1241398,190,0,0,0,0,72,92,2.36383335,3.1517778,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667000001,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1588735,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,15.1063582,2.517726367,529578.3333,916665.9507,1588053,329,1588735,529578.3333,916665.9507,1588053,329,0,0.0,0.0,0,0,0,0,0,0,80,0,2.517726367,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
652811,3,6,26,11607,20,0,8.666666667000001,10.26320288,5840,0,1934.5,2538.9192780000008,17819.85904,13.7865324,81601.375,230398.7938,651809,2,806,403.0,511.9453096,765,41,652763,130552.6,291391.402,651809,2,0,0,0,0,72,132,4.595510799,9.191021597,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667000001,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
11511927,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.084794318,0.34746572,3837309.0,6642954.457,11500000,993,11500000,3837309.0,6642954.457,11500000,993,0,0.0,0.0,0,0,0,0,0,0,80,0,0.34746572,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,3995.0,0.0,3995,3995,11500000.0,0.0,11500000,11500000,DoS
204362,3,6,26,11601,20,0,8.666666667000001,10.26320288,4380,0,1933.5,1757.789948,56894.13883,44.03949854,25545.25,61388.86738,175549,1,28040,14020.0,19825.85993,28039,1,204305,40861.0,76273.69918,175549,66,0,0,0,0,72,132,14.67983285,29.35966569,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667000001,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
742017,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,40.43034054,6.738390091,185504.25,369120.2292,739183,272,742017,185504.25,369120.2292,739183,272,0,0.0,0.0,0,0,0,0,0,0,100,0,6.738390091,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
59,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,203389.8305,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16949.15254,16949.15254,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,256,229,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
10746711,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.791551759,0.465258627,2686677.75,5372016.879,10700000,158,10700000,2686677.75,5372016.879,10700000,158,0,0.0,0.0,0,0,0,0,0,0,100,0,0.465258627,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2008.0,0.0,2008,2008,10700000.0,0.0,10700000,10700000,DoS
7121962,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.369857913,0.561642985,2373987.333,4111583.491,7121635,3,7121962,2373987.333,4111583.491,7121635,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.561642985,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,327.0,0.0,327,327,7121635.0,0.0,7121635,7121635,DoS
72108,3,5,26,11601,20,0,8.666666667000001,10.26320288,7300,0,2320.2,3022.508098,161244.2447,110.9446941,10301.14286,17541.78604,41132,6,30009,15004.5,21211.08212,30003,6,72052,18013.0,20837.83831,41132,200,0,0,0,0,72,112,41.60426028,69.34043379,0,7300,1291.888889,2460.652985,6054813.111000001,0,0,0,1,0,0,0,0,1,1453.375,8.666666667000001,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
71738100,8,6,56,11601,20,0,7.0,5.6568542489999984,5840,0,1933.5,2189.772933,162.49384919999997,0.195154318,5518315.385,19600000.0,70600000,4,71600000,10200000.0,26600000.0,70600000,4,162092,32418.4,69313.27118,156340,47,0,0,0,0,172,132,0.111516753,0.083637565,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,951993.0,0.0,951993,951993,70600000.0,0.0,70600000,70600000,DoS
71791498,8,5,56,11607,20,0,7.0,5.6568542489999984,7215,0,2321.4,3327.769794000001,162.4565628,0.181079938,5982624.833,18600000.0,64800000,3,71700000,10200000.0,24200000.0,64800000,130,133065,33266.25,65830.30294,132010,3,0,0,0,0,172,112,0.111433808,0.06964613,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846000003,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,905.0,0.0,905,905,35800000.0,41000000.0,64800000,6816668,DoS
445008,3,4,26,11601,20,0,8.666666667000001,10.26320288,8760,0,2900.25,4128.319301,26127.62018,15.73005429,74168.0,170896.0359,422556,55,22176,11088.0,15347.045580000002,21940,236,444953,148317.6667,237752.3137,422556,191,0,0,0,0,72,92,6.741451839,8.988602452,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667000001,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
72724456,8,4,56,11601,20,0,7.0,5.6568542489999984,7215,0,2900.25,3540.00286,160.289958,0.165006391,6611314.182,19400000.0,64900000,1,72200000,10300000.0,24200000.0,64900000,1,513500,171166.6667,279135.7235,493280,160,0,0,0,0,172,92,0.11000426,0.05500213,0,7215,897.1538462000003,2250.514898,5064817.308,0,0,0,0,1,0,0,0,0,971.9166667000004,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,1012.0,0.0,1012,1012,36100000.0,40700000.0,64900000,7353932,DoS
168805,3,6,26,11601,20,0,8.666666667000001,10.26320288,4380,0,1933.5,1998.0254,68878.29152,53.31595628,21100.625,57689.82197999999,163832,50,4461,2230.5,2875.803279,4264,197,168743,33748.6,72742.61398,163832,118,0,0,0,0,72,132,17.77198543,35.54397085,0,4380,1162.7,1791.113375,3208087.122,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667000001,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
50147,1,1,78,206,78,78,78.0,0.0,206,206,206.0,0.0,5663.349752,39.88274473,50147.0,0.0,50147,50147,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,19.94137237,19.94137237,78,206,120.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,181.0,78.0,206.0,32,0,0,0,0,0,0,1,78,1,206,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3343915,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,8.97151991,1.495253318,835978.75,1670624.9,3341916,0,3343915,835978.75,1670624.9,3341916,0,0,0.0,0.0,0,0,0,0,0,0,100,0,1.495253318,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
4032890,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.951067349,0.991844558,1344296.667,2327531.939,4031899,49,4032890,1344296.667,2327531.939,4031899,49,0,0.0,0.0,0,0,0,0,0,0,80,0,0.991844558,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
22733401,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,1.319644166,0.219940694,5683350.25,11400000.0,22700000,3,22700000,5683350.25,11400000.0,22700000,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.219940694,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1999.0,0.0,1999,1999,22700000.0,0.0,22700000,22700000,DoS
3848900,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.794434774,1.299072462,962225.0,1923109.391,3846889,3,3848900,962225.0,1923109.391,3846889,3,0,0.0,0.0,0,0,0,0,0,0,100,0,1.299072462,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
10101751,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.375825736,0.395970956,3367250.333,5832245.195,10100000,1,10100000,3367250.333,5832245.195,10100000,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.395970956,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4.0,0.0,4,4,10100000.0,0.0,10100000,10100000,DoS
10064750,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.980699968,0.496783328,2516187.5,5030287.737,10100000,54,10100000,2516187.5,5030287.737,10100000,54,0,0.0,0.0,0,0,0,0,0,0,100,0,0.4967833279999999,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3131.0,0.0,3131,3131,10100000.0,0.0,10100000,10100000,DoS
627017,3,4,26,11601,20,0,8.666666667000001,10.26320288,7215,0,2900.25,3540.00286,18543.356880000007,11.16397163,104502.8333,252868.2137,620647,40,6143,3071.5,3953.434014,5867,276,626973,208991.0,356516.9748,620647,187,0,0,0,0,72,92,4.78455927,6.37941236,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661.0,8.666666667000001,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
